"Job Name","Working Title","Location","Organization Name","Department Description","Brief Description","Detailed Description","Job Requirements","Additional Details","How To Apply","Link"
"IRC7771","Radiologic Tech.0","","Radiology","","High school graduation or equivalent.Â Registered by the American Registry of Radiologic Tech AART.Â 
Certified in CPR within 1 year of employment and recertified each year thereafter.Â Licensed by the State of Louisiana in 
diagnostic radiology.","Fulltime","Online at www.lafayettegeneral.com","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7771&p_spid=8093&oapc=119&oas=Jb8nenzSOfMLYLVKAoDNJw.."
"IRC7197","PRN-Rad Tech","","LGSH Radiology","","1.Â Â Â Â Â EDUCATION-TRAINING-EXPERIENCE
A.Â Â Â Â High school graduation or equivalent.
B.Â Â Â Â Registered by the American Registry of Radiologic Tech (AART).
C.Â Â Â Â Certified in CPR within 90 days of employment and maintains certification.
D.Â Â Â Â Licensed by the State of Louisiana in diagnostic radiology.
E.Â Â Â Â Â Successful completion and release from on-the-job phlebotomy, business office and basic EKG training courses.
Â","PRN","www.lafayettegeneral.com","PRN","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7197&p_spid=7519&oapc=122&oas=qnfihGu_jSPXrpO1A89OeQ.."
"IRC7377","0015.Technician (H)","","7420 SMH Radiology","","","","","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7377&p_spid=7699&oapc=125&oas=sL5osMm7XdZu6uCf1Al3-Q.."
"IRC7727","PRN-Rad Tech.0","","Radiology","","High school graduation or equivalent.Â Registered by the American Registry of Radiologic Tech AART.Â 
Certified in CPR within 1 year of employment and recertified each year thereafter.Â Licensed by the State of Louisiana in 
diagnostic radiology.","PRN","Online at www.lafayettegeneral.com","PRN","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7727&p_spid=8049&oapc=129&oas=oeh1_tb8xaVbBfCMkHoVpw.."
"IRC7309","Rad Tech - PRN","","Radiology","","A.Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â High School Graduate or Equivalent required.
B.Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Louisiana State License
C.Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â AART Certification
D.Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â CPR certification","PRN","www.lafayettegeneral.com","PRN","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7309&p_spid=7631&oapc=132&oas=kwpFH8peaWYU02irkv6cFg.."
"IRC7300","Rad Tech - PRN","","Radiology","","A.Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â High School Graduate or Equivalent required.
B.Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Louisiana State License
C.Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â AART Certification
D.Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â CPR certification","PRN","www.lafayettegeneral.com","PRN","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7300&p_spid=7622&oapc=135&oas=EjdBHnIo4mj_cI5aVpF2KA.."
"IRC6374","PRN-Rad Tech","","LGSH Radiology","","1.Â Â Â Â Â EDUCATION-TRAINING-EXPERIENCE
A.Â Â Â Â High school graduation or equivalent.
B.Â Â Â Â Registered by the American Registry of Radiologic Tech (AART).
C.Â Â Â Â Certified in CPR within 90 days of employment and maintains certification.
D.Â Â Â Â Licensed by the State of Louisiana in diagnostic radiology.
E.Â Â Â Â Â Successful completion and release from on-the-job phlebotomy, business office and basic EKG training courses.
Â","PRNÂ Â Â 7:30A-4P with call","www.lafayettegeneral.com","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=6374&p_spid=6696&oapc=138&oas=T_VPKl38g3tNr4-73yKHjQ.."
"IRC7580","Pharmacist.0","","Pharmacy","","EDUCATION/TRAINING/EXPERIENCE:
1.Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Pharmacist licensed as set forth by the State of Louisiana required
2.Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â The Pharmacists should have knowledge and experience with unit-dose drug distribution and intravenous admixture systems.Â Preference will be given to individuals having experience providing drug information, pharmacotherapeutics, total parental nutrition, and drug literature evaluation.
Â
Â","Fulltime","Online at www.lafayettegeneral.com
Â","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7580&p_spid=7902&oapc=141&oas=AA363SK_94KiksdE0ZFFdg.."
"IRC7376","Pharmacist.0","","Pharmacy","","EDUCATION/TRAINING/EXPERIENCE:
1.Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Pharmacist licensed as set forth by the State of Louisiana required
2.Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â The Pharmacists should have knowledge and experience with unit-dose drug distribution and intravenous admixture systems.Â Preference will be given to individuals having experience providing drug information, pharmacotherapeutics, total parental nutrition, and drug literature evaluation.
Â
Â","Fulltime","www.lafayettegeneral.com
Â","Rotating","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7376&p_spid=7698&oapc=144&oas=1vjObPly-776vWuSCNKCOg.."
"IRC7594","Pharmacy Tech","","2371 Pharmacy - BRACC","","EDUCATION/TRAINING/EXPERIENCE:
1. High School Diploma or equivalent required.Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â 
2. Must be 18 years of age.
3. Must possess a valid Louisiana Technician Certificate/License (renewable annually in June) OR
4. If a Technician Candidate:
Â a. Must possess a temporary permit
b. Must satisfactorily complete a training program approved by the Louisiana Board of Pharmacy.
c. Upon completion of training program, incumbent must pass with a minimum of 75 the State Board Pharmacy Tech Certification examination before Candidate Application expires.","Part time","Online at www.lafayettegeneral.com","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7594&p_spid=7916&oapc=147&oas=6C5oL2-ahnzrb9Cj8EcVTQ.."
"IRC7597","Pharmacy Tech.0","","Pharmacy","","EDUCATION/TRAINING/EXPERIENCE:
1. High School Diploma or equivalent required.Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â
2. Must be 18 years of age.
3. Must possess a valid Louisiana Technician Certificate/License (renewable annually in June) OR
4. If a Technician Candidate:
Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â a. Must possess a temporary permit
b. Must satisfactorily complete a training program approved by the Louisiana Board of Pharmacy.
c. Upon completion of training program, incumbent must pass with a minimum of 75 the State Board PharmacyÂ Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Tech Certification examination before Candidate Application expires.
Â","Fulltime","Online at www.lafayettegeneral.com
Â","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7597&p_spid=7919&oapc=150&oas=BGZ5D5sAIxienw_LMN4lDg.."
"IRC6657","Physical Therapist Assistant-Licensed.0","","Physical Therapy","","EDUCATION / TRAINING / EXPERIENCE:
• High School Diploma or GED Equivalent required. 
• Equivalent or graduate from an accredited Physical Therapy Assistant Program.Â 
• Licensed as a physical Therapy Assistant in the State of Louisiana.","Fulltime; 8a - 4:30p","Online at www.lafayettegeneral.com","8AMâ€“4:30PM","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=6657&p_spid=6979&oapc=153&oas=clchfNor9i8UmZmWBY-1uA.."
"IRC6436","Physical Therapist Assistant","","Physical Therapy","","Â 
EDUCATION - TRAINING - EXPERIENCE
Â Â Â Â Â Â Â A.Â Â Â Â Â Licensed as a Physical Therapist Assistant in the State of Louisiana required.
B.Â Â Â Â Â Â Â Â CPR (HCP) to be obtained with in 30 days of hire
C.Â Â Â Â Â Â Â Â Falls Prevention, OSHA, Restraints to be obtained with in 30 days of hire and renewable annually","PRN","Apply online at www.lafayettegeneral.com","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=6436&p_spid=6758&oapc=156&oas=wO8-bkBQYC8HQFQXXevcig.."
"IRC7224","PRN-Physical Therapist.0","","Physical Therapy","","EDUCATION - TRAINING - EXPERIENCE
Â Â Â Â Â Â Â A.Â Â Â Â Â Licensed as a Physical Therapist in the State of Louisiana required.
B.Â Â Â Â Â Â Â Â CPR (HCP) to be obtained with in 30 days of hire
C.Â Â Â Â Â Â Â Â Falls Prevention, OSHA, Restraints to be obtained with in 30 days of hire and renewable annually","PRN","www.lafayettegeneral.com
Â","PRN","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7224&p_spid=7546&oapc=160&oas=X-PcLCkQEt9WHKMh-1n5bA.."
"IRC7396","PM &amp; R Tech.0","","Physical Therapy","","EDUCATION - TRAINING - EXPERIENCE
• High School graduateÂ
• On the job training
• CPR (Heart Saver) to be complete with in 90 days of hire.
• Falls Prevention, OSHA, &amp; Restraints to be completed with in 30 days of hire and renewable annuallyÂ
Ability to assist with teaching of other departmental supportive staff.Â Ability to 
assist in lifting and supporting of patients occasionally max weight of 50 pounds. May be exposed to blood and body 
fluids, contaminated open wounds, various flammable chemicals, adhesives and electrical equipment in providing patient 
care.","Part-time; 8a - 4:30p","www.lafayettegeneral.com
Â","8AMâ€“4:30PM","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7396&p_spid=7718&oapc=163&oas=_mVjsCvZRW35Be7KJoUWXg.."
"IRC7736","PRN-Physical Therapist.0","","Physical Therapy","","EDUCATION - TRAINING - EXPERIENCE
Â Â Â Â Â Â Â A.Â Â Â Â Â Licensed as a Physical Therapist in the State of Louisiana required.
B.Â Â Â Â Â Â Â Â CPR (HCP) to be obtained with in 30 days of hire
C.Â Â Â Â Â Â Â Â Falls Prevention, OSHA, Restraints to be obtained with in 30 days of hire and renewable annually","PRN","Online at www.lafayettegeneral.com
Â","PRN","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7736&p_spid=8058&oapc=166&oas=dIZjMFdEbYMG03v28IztPw.."
"IRC7112","PRN-Occupational Therapist.0","","Occupational Therapy","","I.Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â EDUCATION - TRAINING â€“ EXPERIENCE
A.Â Â Â Licensed as an Occupational Therapist required.
B.Â Â Â Â CPR (HCP) to be obtained with in 30 days of hire.
C.Â Â Â Falls Prevention, OSHA, Restraints are to be obtained with in 30 days and renewable annually.","PRN; weekend rotation; weekday rehab coverage; flexible schedule.","www.lafayettegeneral.com
Â","PRN","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7112&p_spid=7434&oapc=169&oas=PZAbnSdkpgqIcy06BPQMeA.."
"IRC7117","PRN-Occupational Therapist.0","","Occupational Therapy","","I.Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â EDUCATION - TRAINING â€“ EXPERIENCE
A.Â Â Â Licensed as an Occupational Therapist required.
B.Â Â Â Â CPR (HCP) to be obtained with in 30 days of hire.
C.Â Â Â Falls Prevention, OSHA, Restraints are to be obtained with in 30 days and renewable annually.","PRN; weekend rotation; weekday rehab coverage; flexible schedule.","www.lafayettegeneral.com
Â","PRN","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7117&p_spid=7439&oapc=172&oas=FYvCyQFk5jJrCr0C3tUWbg.."
"IRC7114","PRN-Occupational Therapist.0","","Occupational Therapy","","I.Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â EDUCATION - TRAINING â€“ EXPERIENCE
A.Â Â Â Licensed as an Occupational Therapist required.
B.Â Â Â Â CPR (HCP) to be obtained with in 30 days of hire.
C.Â Â Â Falls Prevention, OSHA, Restraints are to be obtained with in 30 days and renewable annually.","PRN; weekend rotation; weekday rehab coverage; flexible schedule.","www.lafayettegeneral.com
Â","PRN","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7114&p_spid=7436&oapc=175&oas=BbRzK_ee-x0LMMeQa1nPuQ.."
"IRC7113","PRN-Occupational Therapist.0","","Occupational Therapy","","POSITION SUMMARY:
Organizes and conducts Occupational Therapy programs to facilitate rehabilitation of the mentally or physically disabled. Directs patient participation in selected tasks to restore, reinforce, and enhance physical performance, facilitates learning of those skills and functions essential for adaptation and productivity, diminishes or corrects pathology, and promotes and maintains health. Assembles and reports data as necessary to the Director of Rehab Services for acquisition of capitol equipment, continuing education, annual operating budget, and quality assurance items.
EDUCATION / TRAINING / EXPERIENCE:
• Licensed as an Occupational Therapist required.Â Â 
• CPR (HCP) to be obtained with in 30 days of hire.Â Â 
• Falls Prevention, OSHA, Restraints are to be obtained with in 30 days and renewable annually.","PRN; weekend rotation; wekkday rehab coverage; flexible schedule.","www.lafayettegeneral.com
Â","PRN","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7113&p_spid=7435&oapc=178&oas=L2su1jz3pOSQK4e94tHwTQ.."
"IRC6589","Surgical Tech","","Surgery","","Graduate of CAAHEP or NCCT accredited surgical technology program or on the job experience as a 
surgical technician greater than five 5 years with multi-specialty experience.","Fulltime","Online at www.lafayettegeneral.com","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=6589&p_spid=6911&oapc=181&oas=zt73l5-L8fqo8Iicz8i56w.."
"IRC7775","Accounting/Materials Specialist","","LGSH General and Administrative","","POSITION SUMMARY:
Responsible for providing accounting and clerical support to the Controller by maintaining accounting document files, including daily work and accounts payable. Responsible for the procurement of needed supplies and equipment, and the analysis and measurement of cost savings opportunities and other support duties as assigned by leadership to support our mission of quality, cost effective care. The Accounting/Materials SpecialIst will interact with all areas of the hospital in a courteous and positive manner that promotes cost control and as well as customer service. 
EDUCATION / TRAINING / EXPERIENCE:
• High School Graduate or GED required.
• Some accounting or bookkeeping courses preferred.
• Computer skills required.
• The following will contribute to the success of the selected candidate:
• Strong verbal and written communication skills.
• Strong analytical skills.
• Strong customer service skills.
• Ability to use computer with various software programs.
• Attentive to detail and accuracy.
• Ability to work independently with little supervision required","Fulltime","Apply online @ www.lafayettegeneral.com
Â","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7775&p_spid=8097&oapc=184&oas=eyZ_4ZAkvIFqMR52bgg_JQ.."
"IRC7801","Care Coordinator","","Outcomes Management","","EDUCATION / TRAINING / EXPERIENCE:
• Licensed Registered Nurse withÂ the State of Louisiana.
• Prefer a minimumÂ 5 years of clinical work experience.
• Knowledge of regulatory agency guidelines required.
• Extensive computer knowledge is required.
• Strong interpersonal and communicating skills.","Fulltime","Apply online @ www.lafayettegeneral.com
Â","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7801&p_spid=8123&oapc=187&oas=O9Nv0lkp5r3n3KIH_Wz49Q.."
"IRC7476","PRN - ERT","","Emergency","","POSITION SUMMARY:
Under the supervision of the ER Manager, the ER Tech performs a variety of duties to carryout the necessary requirements for good patient care. 
EDUCATION / TRAINING / EXPERIENCE:
• High School Graduate or GED required.
• Previous ERT or equivalent experience preferred. 
• Must maintain current BLS Certification.
• Verbal ability is required to use and understand terminology relating to equipment and procedures done within the Emergency Department.
• Organizational skills are required to assist with treatments.
• Ability to function in adverse conditions.","Shift:Â 7:00PM - 11:00PM 
Will need to work on weekends","Apply @ www.lafayettegeneral.com
Â","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7476&p_spid=7798&oapc=191&oas=N9tk3RFZEnGwvbkx1YkA4w.."
"IRC7470","ERT","","Emergency","","High School diploma or GED required.Â Must maintain current BLS Certification.","PRN","Online at www.lafayettegeneral.com","PRN","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7470&p_spid=7792&oapc=194&oas=pgCls34Z3faPkcDNnGjamw.."
"IRC7799","Patient Transporter.0","","Patient Transport","","High School Graduate or Equivalent required.Â Experience in patient transport preferred.
Typing skills and ability to work in computer systems preferred. Experience in hospital setting a plus.","Full-time","Online at www.lafayettegeneral.com","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7799&p_spid=8121&oapc=197&oas=kj85NgF94052_yz1tdsbKQ.."
"IRC7392","Surgical Tech","","Surgery","","Graduate of CAAHEP or NCCT accredited surgical technology program or on the job experience as a 
surgical technician greater than five 5 years with multi-specialty experience.","Fulltime","Online at www.lafayettegeneral.com","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7392&p_spid=7714&oapc=200&oas=lMdjoHFqJoH2fZYWUNUDIw.."
"IRC7678","Dosimetrist","","2314 Radiology Oncology","","EDUCATION-TRAINING-EXPERIENCE
A.Â Â Â Â Â Â Â Bachelor of Science in Physical or Biological Science with certificationÂ in DosimetryÂ and a graduate of an accredited Radiation Therapy program..
Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â or
B.Â Â Â Â Â Â Â Â A graduate of an approved affiliated university or approved affiliated hospital Medical Dosimetry and Radiation Therapy program.
Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â or
C.Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â A Registered Radiation Therapy Technologist with a minimum of one year of full time training in dosimetry under the direction of a Medical Physicist.
D.Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Certified in CPR within 90 days of employment.","Fulltime","Online at www.lafayettegeneral.com","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7678&p_spid=8000&oapc=203&oas=DEC53UIDvdKFSevBt5YaJw.."
"IRC7546","PRN-OR Assistant","","Surgery","","CNA or two years of comparable patient care experience preferred.Â 
Maintains BLS Certification CPR-B.","PRN","Online at www.lafayettegeneral.com","PRN","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7546&p_spid=7868&oapc=206&oas=LSBSvu81E2oHZT7AHEzf_g.."
"IRC7768","Ward Clerk PRN","","St Martin Hospital","","JOB DUTIES:
Â
Responsible for performing general clerical duties at the Nurses Station under the direction of the Staff Nurses.Â Assembles and dismantles charts needed.Â Chart vital signs and weights.Â Check cart for new orders.Â Prepares nourishment and dietary lists.Â Makes new Kardex Cards.Â Prepares records for admissions and discharge.Â Enter ancillary service reports on patientâ€™s chart.
Â
Responsible for taking incoming calls to the Nurses Station.Â Answers intercom and routes personnel to room as needed.Â Delivers mail, gifts and flowers to patients.Â Directs visitors to patientÂ rooms.Â Maintains stock of forms at Nursesâ€™ Station.Â Restocks Nurses Kitchen on each shift.Â May be asked to wheel patients in wheelchair.Â Writes requisitions for lab and x-ray or other ancillary service.Â Makes copies on copy machine as needed.Â Maintains census.
Â 
EDUCATIONAL REQUIREMENTS/EXPERIENCE:
Â
High school graduate or in senior year in high school.Â Good clerical skills helpful.Â On the job training.
Â
Â","","www.lafayettegeneral.com
Â","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7768&p_spid=8090&oapc=209&oas=G-BNYXOjgyAiV7MXxpGWJg.."
