"Job Name","Working Title","Location","Organization Name","Department Description","Brief Description","Detailed Description","Job Requirements","Additional Details","How To Apply","Link"
"IRC78437","HR Officer","Singapore,SG","Human Resources - Singapore","ï Execute hiring plan and recruit the best talents from the region to support business needs and growth
∑ Provide operational HR support and guidance to the business on the full spectrum of HR policies and practices in the area of recruitment, training &amp; development, employee relations, compensation &amp; benefits, internship
∑ Be a system expert with web-based HR tools like Oracle, iRecruit, on-line performance management and compensation/focal tools
∑ Collaborate with process owners to drive the necessary HR process/program implementation and focus on continuous improvements in efficiencies; 
∑ Review and enhance HR procedures, processes and policies on an on-going basis to meet local and corporate requirements 
∑ Keep abreast of HR market trends and practices","Degree in Human Resources preferred with more than 2 years in HR generalist experience. Experience in engineering recruitment will be a plus.
∑ Familiar with market practice and local labor laws
∑ Strong vendor management skills
∑ Independent, meticulous, well-organized and able to work under minimal supervision
∑ Strong project management experience and facilitation skills
∑ Proficient in MS Office applications
∑ Ability to multi-task in a fast paced environment, to work under time pressure and adaptable to a changing environment
∑ Driven, keen to learn, process-&amp;-systems driven
∑ Candidates with Oracle/SAP HR preferred","Applicants are treated throughout the employment process without regard to race, color, religion, national origin, citizenship, age, sex, marital status, ancestry, physical or mental disability, veteran status or sexual orientation. The information requested here is not gathered for employment decisions. It is used only for compliance with Federal laws. Your responses are strictly voluntary, and any information provided will remain confidential. If you choose not to 'self-identify', you will not be subject to any adverse treatment.","","","","https://xapps9.xilinx.com/irec_prod/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=779601927&retainAM=N&addBreadCrumb=RP&p_svid=78437&p_spid=3724017&oapc=88&oas=ToKkJiBZJxwsrVB02bGvXg.."
"IRC78413","Intern - Long Term","Hyderabad,IN","PPD-IPS","The candidate will work with the IP team in Xilinx Hyderabad. He/She will be responsible for IPs design,validation, scripting for verification automation &amp; utilities development. The candidate will use scripting languages such as TCL, PERL to develop scripts and Java based functions/utilities. The candidate is expected to understand hardware &amp; hardware description languages.The candidate will work with the IP team in Xilinx Hyderabad","ï Basic knowledge of serial protocols
ï Exposure to scripting language
ï Knowledge of VHDL / Verilog
ï Exposure to RTL Simulators &amp;XILINX tools
ï Academic projects in verification &amp; scripting
Graduates/post graduates from NIT/university Colleges are preferred","Applicants are treated throughout the employment process without regard to race, color, religion, national origin, citizenship, age, sex, marital status, ancestry, physical or mental disability, veteran status or sexual orientation. The information requested here is not gathered for employment decisions. It is used only for compliance with Federal laws. Your responses are strictly voluntary, and any information provided will remain confidential. If you choose not to 'self-identify', you will not be subject to any adverse treatment.","","","","https://xapps9.xilinx.com/irec_prod/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=779601927&retainAM=N&addBreadCrumb=RP&p_svid=78413&p_spid=3723013&oapc=91&oas=Z0-YA9tsngeL9xsQVYLilQ.."
"IRC76662","Sr. Staff Package Development Engineer","Hsin Chu,TW","Package Development and Assembly Engineering","ï Develop creative package designs, new materials and assembly processes. 
ï Work closely with marketing, product and design engineering to define requirements for new products and to coordinate priorities. 
ï Interact with customers, subcontractors, equipment and materials suppliers and licensees. Work to maintain clear understanding of customer and market requirements and communicate support requirements to suppliers. 
ï Maintain up-to-date knowledge of industry package design, construction, materials and performance. Maintain a broad network of users and suppliers. Stay current with automated equipment capabilities and advanced design features. Monitor advanced packaging materials development. Assess competitor package designs and materials. 
ï Provide framework and training for use of Design of Experiments, Quality Engineering Methods and Project Management. 
ï Work with the design engineering group to integrate process and design limits and to develop and verify models. 
ï Work with Quality Engineering and suppliers to develop incoming material quality requirements and monitoring. 
ï Develop and maintain product, process and equipment specifications. 
ï Develop documentation and training for the effective transfer of technology to volume manufacturing. 
ï Prepare and give presentations to management and customers.","ï Ph.D in /ME/Physics/Material Science plus 12 to 14 + years experience with IC Package Design and Layout
ï Strong authority on Cadence APD/APE, Avanti Design tool, ACAD 
ï Solid background and hands on experience in substrate Design &amp; Mfg
ï Manufacturing processes experience on: wafer bumping; substrate manufacturing and assembly of flip chip packages are required
ï Must have good oral communication and organization skills with solid Program Management Background","Applicants are treated throughout the employment process without regard to race, color, religion, national origin, citizenship, age, sex, marital status, ancestry, physical or mental disability, veteran status or sexual orientation. The information requested here is not gathered for employment decisions. It is used only for compliance with Federal laws. Your responses are strictly voluntary, and any information provided will remain confidential. If you choose not to 'self-identify', you will not be subject to any adverse treatment.","","","","https://xapps9.xilinx.com/irec_prod/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=779601927&retainAM=N&addBreadCrumb=RP&p_svid=76662&p_spid=3634022&oapc=94&oas=IOvjyUk8muTamLXdGv9nqQ.."
"IRC77633","Staff Package Development Engineer","Hsin Chu,TW","Package Development and Assembly Engineering","ï Develop creative package designs, new materials and assembly processes.
ï Work closely with marketing, product and design engineering to define requirements for new products and to coordinate priorities.
ï Interact with customers, subcontractors, equipment and materials suppliers and licensees. Work to maintain clear understanding of customer and market requirements and communicate support requirements to suppliers.
ï Maintain up-to-date knowledge of industry package design, construction, materials and performance. Maintain a broad network of users and suppliers. Stay current with automated equipment capabilities and advanced design features. Monitor advanced packaging materials development. Assess competitor package designs and materials.
ï Provide framework and training for use of Design of Experiments, Quality Engineering Methods and Project Management.
ï Work with the design engineering group to integrate process and design limits and to develop and verify models.
ï Work with Quality Engineering and suppliers to develop incoming material quality requirements and monitoring.
ï Develop and maintain product, process and equipment specifications.
ï Develop documentation and training for the effective transfer of technology to volume manufacturing.
Prepare and give presentations to management and customers.","ï Ph.D in /ME/Physics/Material Science plus 12 to 14 + years experience with IC Package Design and Layout
ï Strong authority on Cadence APD/APE, Avanti Design tool, ACAD
ï Solid background and hands on experience in substrate Design &amp; Mfg
ï Manufacturing processes experience on: wafer bumping; substrate manufacturing and assembly of flip chip packages are required
ï Must have good oral communication and organization skills with solid Program Management Background","Applicants are treated throughout the employment process without regard to race, color, religion, national origin, citizenship, age, sex, marital status, ancestry, physical or mental disability, veteran status or sexual orientation. The information requested here is not gathered for employment decisions. It is used only for compliance with Federal laws. Your responses are strictly voluntary, and any information provided will remain confidential. If you choose not to 'self-identify', you will not be subject to any adverse treatment.","","","","https://xapps9.xilinx.com/irec_prod/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=779601927&retainAM=N&addBreadCrumb=RP&p_svid=77633&p_spid=3684013&oapc=98&oas=cN2Vf9POPu6XEm_ZbPPPiQ.."
"IRC78193","QDR Memory Interface Development Engineer (Contract position)","Hyderabad,IN","MIG","Xilinx is looking for a talented, self-driven and motivated engineer (contract position) to be part of our Memory Interface Generator (MIG) team in Hyderabad. The selected candidate will be part of a team of Hardware engineers involved in the delivery of best-in-class Memory interface designs to our customers. The candidate will be involved in the development and delivery of next generation QDR memory controller. The duration of the contract position is for six months.","a B.E/M.E/M.Tech or B.S/M.S in EE/CE with 8+ years of relevant experience.
a 8+ years of experience in memory controller design such as DDR2/DDR3 or QDR or RLDRAM.
a Excellent Verilog and logic design concepts.
a Experience in HW debug and using logic analyzers.
a Knowledge of bus protocols like AXI/AHB.
a Strong working knowledge of UNIX environment, shell scripting and scripting languages such as Perl/Tcl
a Excellent waveform debug skills using front end industry standard design tools like VCS, NCSIM, and ModelSim.
a Experience in using Revision control and bug tracking tools.
a Excellent communication and problem solving skills.
a Should have experience working in geographically dispersed team and should be a strong team player.","Xilinx Inc. is an Equal Employment Opportunity, Affirmative Action Employer that complies with all US federal and state laws regarding non-discrimination.
THIS IS A TEMPORARY JOB VACANCY","","","","https://xapps9.xilinx.com/irec_prod/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=779601927&retainAM=N&addBreadCrumb=RP&p_svid=78193&p_spid=3712013&oapc=101&oas=HGH0z8pPFikx9bV_9gnJLA.."
"IRC78424","Intern","Hyderabad,IN","5820 - XHD SW Center","This is a long-term internship for a time-period ranging from 6 - 12 months. The candidate will have the opportunity to work with complex designs and Implementation tool flow. Specific job responsibilities will include
ï Create different class of designs from the existing IP Cores
ï Find out issues with various existing designs in implementation tool flow and fix them","ï Minimum B.E with knowledge of Digital Designs
ï Must be good in Verilog Or VHDL or both
ï Use of Xilinx tools in the past is an added advantage","Applicants are treated throughout the employment process without regard to race, color, religion, national origin, citizenship, age, sex, marital status, ancestry, physical or mental disability, veteran status or sexual orientation. The information requested here is not gathered for employment decisions. It is used only for compliance with Federal laws. Your responses are strictly voluntary, and any information provided will remain confidential. If you choose not to 'self-identify', you will not be subject to any adverse treatment.","","","","https://xapps9.xilinx.com/irec_prod/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=779601927&retainAM=N&addBreadCrumb=RP&p_svid=78424&p_spid=3723024&oapc=104&oas=oB3PvfrbiAJ6YBtZ7ilV2Q.."
"IRC78393","Zynq Sales and Business Development Manager","San Jose, CA, US","Advanced Field Engineering","Lead an experienced WW team of Processing Business Development professionals focused on driving advanced and unique Processing products in non traditional FPGA Applications. As the manager, it is expected that clear organizational goals , objectives, targets, measures and processes will be established and followed. The Manager will be responsible for hiring, training and developing new members to the team. Critical activities include:
ï Setting appropriate Sales Quotas for team and region to achieve product and market growth outside of traditional FPGA Customers/Organizations
ï Motivating, mentoring, coaching and developing an international team
ï Developing processes and tools to make the team more efficient and effective when engaging with customers and the wider Sales team
ï Create and deliver regular executive level sales performance reports
Own and drive Zynq sales in a defined sales territory, measured on performance to quota. Specific activities include:
ï Develop new accounts, and/or new opportunities within organizations of existing accounts not traditionally called upon by FPGA sales
ï Responsible for selling Zynq as the primary sales person, accountable with closing identified key programs, in coordination with regional sales (Sales Rep or Regional Sales Management)
ï Manage technical resources required to move the opportunity from Design Win into production
ï Train regional sales personnel to identify quality opportunities in non traditional FPGA accounts","Must have previous experience in leading and managing highly talented individual contributors. Excellent understanding of the embedded processing market and the needs of embedded systems designers. Excellent understanding of the sales role, proven experience in creating and communicating compelling value propositions. Strong communication, and influencing skills including the ability to convince customers at senior management level to adopt non-traditional FPGA technology. Must have proven ability to create and build effective business relationships at all levels both internally, externally and across WW geographies.
Minimum education level / experience: Technical degree + 10 years. Knowledge of ARM processors and ARM development environments","Applicants are treated throughout the employment process without regard to race, color, religion, national origin, citizenship, age, sex, marital status, ancestry, physical or mental disability, veteran status or sexual orientation. The information requested here is not gathered for employment decisions. It is used only for compliance with Federal laws. Your responses are strictly voluntary, and any information provided will remain confidential. If you choose not to 'self-identify', you will not be subject to any adverse treatment.","","","","https://xapps9.xilinx.com/irec_prod/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=779601927&retainAM=N&addBreadCrumb=RP&p_svid=78393&p_spid=3722013&oapc=107&oas=6HLMnsPDZzh5l9KcwzS5hw.."
"IRC72729","Sr. FAE","Beijing, CN","China Sales","Throughin-depth product knowledge, do product presentations to design groupshighlighting our features and advantages over the competition. 
Work withindividual designers to map their application into one of our devices all thewhile making optimal use of our hardware features and software IP
Understandcompany product portfolio and be able to appropriately recommend one productvs. another 
 Duringdesign implementation, help the designer combine various pieces of company IPwith the customerís application and get it through the tools. 
 Help thedesigner with timing closure, if needed
Dodesign/pinot reviews with engineers before they go out for boards 
Assistthe designer with FPGA specific problems during lab debug","Able towork independently and excel in a collaborative environment
 Solidcommunicator, English verbal and written communication skills
 GoodChinese verbal and written communication skills
 Excellentcustomer communication skills
 BachelorDegree in Electrical/Electronics Engineering or equivalent
 Someyears of FPGA design or support experience
 Richexperience in MGT or Digital Signal Processing or Embedded Processingapplication.
 Someyearsí experience in local or global communications or telecommunications industryis preferred
 Rich communications product design and debug experience
 Capableof providing in-depth technical support, while handling difficult conversationsin a professional, unemotional manner 
 Performcomplex work involving a wide range of difficult problems. Exercise initiative,judgment and decision-making ability to select methods and techniques forobtaining solutions to these problems
 Work onproblems of diverse scope where analysis of data requires evaluation ofidentifiable factors. Demonstrates good judgment in selecting methods andtechniques for obtaining solutions 
 Useskills as a seasoned, experienced professional with a full understanding ofindustry practices; resolves a wide range of issues using innovative way aswell as practical method","Applicants are treated throughout the employment process without regard to race, color, religion, national origin, citizenship, age, sex, marital status, ancestry, physical or mental disability, veteran status or sexual orientation. The information requested here is not gathered for employment decisions. It is used only for compliance with Federal laws. Your responses are strictly voluntary, and any information provided will remain confidential. If you choose not to 'self-identify', you will not be subject to any adverse treatment.","","","","https://xapps9.xilinx.com/irec_prod/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=779601927&retainAM=N&addBreadCrumb=RP&p_svid=72729&p_spid=3434009&oapc=110&oas=auXVD-l9AR6o-IRQ9RKP9A.."
"IRC78414","SR HARDWARE DEV ENGINEER*","San Jose, CA, US","ADVS","The candidate will be an integral part of a dynamic design &amp; development team working on leading edge hardware platforms. These platforms will be used for verification and characterization of state of the art Xilinx FPGAs.
Responsibilities will include all phases of product development, including: requirements definition, schematic design, PCB routing guidelines preparation, coordination with the PCB Design team, 1st article validation , test procedure development and technical documentation. The end product will be delivered to internal and external customers world-wide.
The ideal candidate must be self-motivated and willing to assume ownership in a fast-paced, dynamic, and challenging environment.","BSEE or BSCE required. Interested candidates should have 6+ years of board design experience. Familiarity with DxDesigner, Allegro and HyperLynx is preferred. VERILOG/VHDL knowledge is desirable. A working knowledge of oscilloscopes and logic analyzers is assumed. Familiarity with Xilinx FPGAs is a plus.","Applicants are treated throughout the employment process without regard to race, color, religion, national origin, citizenship, age, sex, marital status, ancestry, physical or mental disability, veteran status or sexual orientation. The information requested here is not gathered for employment decisions. It is used only for compliance with Federal laws. Your responses are strictly voluntary, and any information provided will remain confidential. If you choose not to 'self-identify', you will not be subject to any adverse treatment.","","","","https://xapps9.xilinx.com/irec_prod/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=779601927&retainAM=N&addBreadCrumb=RP&p_svid=78414&p_spid=3723014&oapc=113&oas=9jzchsM5ChCPT2KJLpxNCw.."
"IRC78254","Staff Software Engineer - RTL Compiler Development","San Jose, CA, US","INTERACTIVE DESIGN TOOLS","* Develop and maintain HDL Compilers in SystemVerilog/VHDL for Synthesis engine
* Implement compiler and data flow optimizations","* Hands on experience with Compiler Development
* Fluent in C/C++ coding , Unix Shell Scripting, Tcl, lex/yacc background
* Strong background in basic digital design principles, graph theory and data structures required 
* HDL knowledge and semantic level understanding of SystemVerilog/VHDL/Verilog is a plus
* Familiarity with Logic Simulation, Formal Verification tools, Verific and FPGAs is a plus
* BS/MS/PhD in CS, EE, CE, BS with 3+ years of industry experience essential.","Applicants are treated throughout the employment process without regard to race, color, religion, national origin, citizenship, age, sex, marital status, ancestry, physical or mental disability, veteran status or sexual orientation. The information requested here is not gathered for employment decisions. It is used only for compliance with Federal laws. Your responses are strictly voluntary, and any information provided will remain confidential. If you choose not to 'self-identify', you will not be subject to any adverse treatment.","","","","https://xapps9.xilinx.com/irec_prod/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=779601927&retainAM=N&addBreadCrumb=RP&p_svid=78254&p_spid=3715014&oapc=116&oas=iqO6QztgfwQbWFu252qgnQ.."
"IRC77613","Quality Management Systems Co-ordinator","Saggart, IE","QSCS","Specific Needs/Responsibilities:
This person will be responsible for general support within the Quality Management Systems function (e.g., production of the material composition data sheets for Xilinx components, the production of a monthly metrics report and may assist with the completion of internal audits in Xilinx). The person may also be involved in resolving customer queries and returns.
Specific responsibilities for generation of material data sheets:
- Understanding of 
o FPGA Semiconductor fabrication and assembly process
o FPGA material composition
o Chemical symbols and identification
- Generation of data sheet in word and conversion to pdf
- Publication of approved form on Xilinx website
Specific responsibilities for generation of metrics report:
- Complete monthly metrics on
o Customer Complaints
o Corrective Action report
o Material Review Board (MRB) and Quality Action Request(QAR) report
o Management Review actions
Specific responsibilities for coordination of Internal Quality Audits:
- Scheduling of Internal / External Audits
- Assist with conducting of internal audits
- Administration of Internal Audit Final Report
- Tracking of Audit Findings through Corrective Action Database
- Report out to Management Review","The role requires good analytical, communication and interpersonal skills with a background of education in Science / Engineering, Manufacturing / Supply Chain, or general Business. 
Job Description:
Qualifications:
- Undergraduate in Science / Engineering, Manufacturing / Supply Chain, or general Business degree program
- Quality Assurance and Project Management knowledge desirable
- Quality Auditing skills with knowledge of ISO9001:2008 standard desirable
- Knowledge of root cause, corrective action and risk assessment tools will be an advantage
- Computer literacy: MS and Adobe products and online databases
- Excellent report writing skills
- Problem Solving skills with high attention to detail
- Be a self starter and act on own initiative
- Excellent oral, written and presentational skills
- Collaborative approach to work","Applicants are treated throughout the employment process without regard to race, color, religion, national origin, citizenship, age, sex, marital status, ancestry, physical or mental disability, veteran status or sexual orientation. The information requested here is not gathered for employment decisions. It is used only for compliance with Federal laws. Your responses are strictly voluntary, and any information provided will remain confidential. If you choose not to 'self-identify', you will not be subject to any adverse treatment.","","","","https://xapps9.xilinx.com/irec_prod/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=779601927&retainAM=N&addBreadCrumb=RP&p_svid=77613&p_spid=3682013&oapc=119&oas=LFkz0igfB1ovHi9NlQ_HXg.."
"IRC78234","Intern position for design creation and verification","Hyderabad,IN","XHD ADVS","ï Work on design creation, verification and automation
ï Be responsible for design creation using HDL (Verilog/VHDL), verification using simulators and automation using scripting language (e.g. Perl/Tcl)","ï Self driven, motivated, results oriented individual with superior academic achievements
ï Excellent communication skill for working remotely with global team
ï BS in EE or equivalent or MS in EE
ï Strong understanding and experience in using VHDL, Verilog
ï Understanding of synthesis, simulation concept
ï Debugging skills using software tools e.g. simulation and equivalence checking is preferable
ï Good knowledge in PERL/TCL/C-Shell
ï Preference to students who can do project work at Xilinx","Applicants are treated throughout the employment process without regard to race, color, religion, national origin, citizenship, age, sex, marital status, ancestry, physical or mental disability, veteran status or sexual orientation. The information requested here is not gathered for employment decisions. It is used only for compliance with Federal laws. Your responses are strictly voluntary, and any information provided will remain confidential. If you choose not to 'self-identify', you will not be subject to any adverse treatment.","","","","https://xapps9.xilinx.com/irec_prod/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=779601927&retainAM=N&addBreadCrumb=RP&p_svid=78234&p_spid=3714014&oapc=122&oas=tg1IQ-jpfMPuBz4oYzwFuA.."
"IRC76657","IC Design Engineer","San Jose, CA, US","Select IO &amp; Clocking","Xilinx is seeking high speed IO design Engineer. In this position, you will design high performance IO circuitry in most advanced CMOS technology at the sub-micron level. You will be responsible for schematic design through layout, simulation, verification and IC characterization. Define layout requirements and provide instructions to layout designers. Verify circuit functionality, provide design documentation including characterization test plan, and test, characterize and de-bug designs in the lab.","∑ Minimum of a BSEE and 2-4+ years of relevant IO Design industry experience
 Candidates should be familiar with on those topics:∑
ï Submicron Circuit Design. Spice simulations and Scripting.
ï Good knowledge in high speed circuit design techniques, specially in high speed IO design
ï Have gone through industry design, verification, lab testing, and product support.
ï Knowledgeable on deep sub-micron design, verification and layout techniques and issues
ï Familiar with industry standard circuit design and verification tools.
ï Digital Circuits Design. Good at RTL Coding, Static Timing Analysis and Verification.∑ 
ï Good communication skills and good teamwork skill.
Desired:∑
ï Familiar with high speed IO design.∑ 
ï automation using PERL scripts or other programming languages","Applicants are treated throughout the employment process without regard to race, color, religion, national origin, citizenship, age, sex, marital status, ancestry, physical or mental disability, veteran status or sexual orientation. The information requested here is not gathered for employment decisions. It is used only for compliance with Federal laws. Your responses are strictly voluntary, and any information provided will remain confidential. If you choose not to 'self-identify', you will not be subject to any adverse treatment.","","","","https://xapps9.xilinx.com/irec_prod/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=779601927&retainAM=N&addBreadCrumb=RP&p_svid=76657&p_spid=3634017&oapc=125&oas=HNoLnKueSHpcGTPHuHxxng.."
"IRC78093","Global Staffing Director","San Jose, CA, US","Human Resources","Working in a dynamic, growing, technology leading organization with a strong global presence, the Global Staffing Director will ensure Xilinx attracts high quality talent to fill key positions in every region. Working on the HR Vice-Presidentís staff, will drive the strategic direction for all global staffing efforts across the company. Will partner with regions to implement programs and processes to support local hiring efforts. Will influence and build partnerships across all functions and at all levels including executive level with goal of increasing customer satisfaction. Will assess resource requirements including sourcing tools, branding requirements, and college plans needed to ensure staffing support is appropriate for hiring in each region.
Key Responsibilities
∑ Defines and drives execution against all global recruitment strategies and programs
∑ Drives HRIS team to deliver systems to support global reporting on staffing metrics
∑ Manages Staffing budget globally. Identifies costs appropriate to charge back to businesses for defined levels of service
∑ Ensures that the recruitment and sourcing strategies, programs &amp; processes (including process improvement) represent key organizational, business &amp; geographical needs appropriately
∑ Ensures worldwide &amp; consistent implementation of those strategies, programs &amp; processes, in a matrix structure
∑ Sets &amp; tracks recruitment metrics that have been benchmarked against industry standards e.g. operations (recruiter loading), efficiency (time to fill, cost per hire) &amp; quality (performance of new hires)
∑ Manages Staffing team in HQ and dotted line reporting for Staffing resources in regions
∑ Networks with industry professionals and organizations to maintain knowledge of market trends and best practices
∑ Develops strong working partnership with business as well as HR teams (HRBP org., HRIC, Compensation, HRIS)","∑ Deep Staffing Management experience preferably in global high tech industry
∑ Experience in leading matrix teams
∑ Bachelors degree required. Typically 10+ years of general human resources and/or specific functional(recruitment) experience.
∑ Significant strategic experience, including senior management consulting and influence
∑ Strong experience managing 3rd party vendors
∑ Strong knowledge of Recruitment systems, models and methodologies
∑ Strong knowledge of Recruitment operations, programs and projects in areas of accountability
∑ Strong knowledge of Recruitment external market practices and trends in functional area
∑ Ability to create innovative solutions
∑ Ability to build partnerships across various functions and at all levels including executive level. Ability to work in a collaborative manner and develop strong working relationships with the business, employees and HR colleagues
∑ Strong consulting skills. Ability to provide broad recruitment consultation to a wide, diverse range of business leaders
∑ Strong leadership and staff development skills
∑ Strong project management and prioritization skills
∑ Strong communication skills - written, oral and presentation
∑ Able to effectively manage a significant budget
∑ Ability to manage administrative processes concurrently","Applicants are treated throughout the employment process without regard to race, color, religion, national origin, citizenship, age, sex, marital status, ancestry, physical or mental disability, veteran status or sexual orientation. The information requested here is not gathered for employment decisions. It is used only for compliance with Federal laws. Your responses are strictly voluntary, and any information provided will remain confidential. If you choose not to 'self-identify', you will not be subject to any adverse treatment.","","","","https://xapps9.xilinx.com/irec_prod/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=779601927&retainAM=N&addBreadCrumb=RP&p_svid=78093&p_spid=3707013&oapc=129&oas=rc8NvV7yXKPpi79fXtOkqw.."
"IRC78253","Sr. Staff Analog/Mixed-Signal Design Engineer","San Jose, CA, US","Serdes Technology Group","Xilinx is seeking a Sr. Staff Analog/Mixed-Signal Design Engineer. This engineer will become a part of the advanced technology development team and will focus on state-of-the-art wireline transceiver development. This highly visible design will influence the world's next generation of FPGAs. The engineer will focus on design of PLL, Transmitter, and Receiver blocks for low power and high performance, for embedding into a leading edge FPGA. Additional responsibilities include simulation coverage for optimization and ensuring robustness to process variations and secondary process effect.","This position requires an MSEE, a strong background in high-speed analog/mixed-signal circuit design, and experience with design and verification methodologies in advanced processes. The successful candidate will have test and debug experience for design validation, as well as outstanding interpersonal, communication, presentation, and teamwork skills.","Applicants are treated throughout the employment process without regard to race, color, religion, national origin, citizenship, age, sex, marital status, ancestry, physical or mental disability, veteran status or sexual orientation. The information requested here is not gathered for employment decisions. It is used only for compliance with Federal laws. Your responses are strictly voluntary, and any information provided will remain confidential. If you choose not to 'self-identify', you will not be subject to any adverse treatment.","","","","https://xapps9.xilinx.com/irec_prod/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=779601927&retainAM=N&addBreadCrumb=RP&p_svid=78253&p_spid=3715013&oapc=132&oas=J_6fhXJAY1-rehI5ubYTVw.."
"IRC77733","Software Engineer","SINGAPORE,SG","QNG Automation Tools","∑ Member of a software team that delivers an enterprise web-based productivity intranet application serving the Product, Test, Yield and Characterization engineering communities.
∑ This team is also responsible for maintaining the application infrastructure, including MySQL database administration, server configuration, and application uptime.
∑ Will work in development, maintenance, and on-going support of that LAMP (Linux Apache MySQL PHP) application as well as working on the associated processes that collect and load data into the MySQL database.","∑ BS Computer Science/Computer Engineering or BSEE with demonstrated and appropriate software skills.
∑ Proven results in Web applications implemented with AJAX and database application development, including experience using a PHP-based Framework.
∑ Software development with experience on Linux/Unix operating systems.
∑ Working knowledge of these Programming Languages: SQL, php or PERL, JavaScript, Linux shell scripting. Similar programming experience may be substituted.
 ∑ Will need to start the job with, or develop an understanding of what types of analysis tools make the engineers productive.
Desirable:
∑ Experience with automated data collection and database loading processes, including automating ftp using linux shell scripts and, data transfer using shell or Perl scripts
∑ LAMP installation and maintenance knowledge
∑ Knowledge and/or working experience of semiconductor manufacturing.
∑ Process engineering or product engineering background.","Applicants are treated throughout the employment process without regard to race, color, religion, national origin, citizenship, age, sex, marital status, ancestry, physical or mental disability, veteran status or sexual orientation. The information requested here is not gathered for employment decisions. It is used only for compliance with Federal laws. Your responses are strictly voluntary, and any information provided will remain confidential. If you choose not to 'self-identify', you will not be subject to any adverse treatment.","","","","https://xapps9.xilinx.com/irec_prod/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=779601927&retainAM=N&addBreadCrumb=RP&p_svid=77733&p_spid=3689013&oapc=135&oas=f__etyFCGoYgjJ0E5BoYqg.."
